"Dim1","Dim2","Dim3","Dim4","Val"
"20","Aluminum","Bahrain","abs",2503996.35856458
"20","Aluminum","Brazil","ratio",1100000
"20","Aluminum","Brazil","abs",1822790.69100384
"20","Aluminum","Canada","ratio",3300000
"20","Aluminum","Canada","abs",4746065.39658296
"20","Aluminum","China","ratio",43000000
"20","Aluminum","China","abs",40133943.7222904
"20","Aluminum","Iceland","ratio",780000
"20","Aluminum","Iceland","abs",1381716.18045669
"20","Aluminum","India","ratio",4200000
"20","Aluminum","India","abs",5886446.53673287
"20","Aluminum","Malaysia","ratio",870000
"20","Aluminum","Malaysia","abs",1506167.23859081
"20","Aluminum","Norway","ratio",1300000
"20","Aluminum","Norway","abs",2096446.46547601
"20","Aluminum","Russia","ratio",3800000
"20","Aluminum","Russia","abs",5383580.37716405
"20","Aluminum","UnitedArabEmirates","ratio",2700000
"20","Aluminum","UnitedArabEmirates","abs",3967892.28318484
"20","Aluminum","Othercountries","ratio",6800000
"20","Aluminum","Othercountries","abs",9004074.90016373
"20","Boron","China","ratio",340000
"20","Boron","China","abs",500116.392155122
"20","Boron","Russia","ratio",80000
"20","Boron","Russia","abs",157872.953733718
"20","Boron","Argentina","ratio",160000
"20","Boron","Argentina","abs",267072.330098961
"20","Boron","Bolivia","ratio",230000
"20","Boron","Bolivia","abs",359815.207105717
"20","Boron","Chile","ratio",420000
"20","Boron","Chile","abs",597971.1532936
"20","Boron","Germany","ratio",40000
"20","Boron","Germany","abs",102050.580201237
"20","Boron","Peru","ratio",300000
"20","Boron","Peru","abs",449870.815611934
"20","Boron","Turkey","ratio",3000000
"20","Boron","Turkey","abs",2851259.41509461
"20","Cadmium","UnitedStates","ratio",300
"20","Cadmium","UnitedStates","abs",406.599304841808
"20","Cadmium","Australia","ratio",900
"20","Cadmium","Australia","abs",1055.40835949117
"20","Cadmium","Canada","ratio",1700
"20","Cadmium","Canada","abs",2121.02099114538
"20","Cadmium","China","ratio",9300
"20","Cadmium","China","abs",8944.49717000615
"20","Cadmium","Norway","ratio",350
"20","Cadmium","Norway","abs",442.619578077424
"20","Cadmium","Russia","ratio",800
"20","Cadmium","Russia","abs",1085.81550512886
"20","Cadmium","Germany","ratio",170
"20","Cadmium","Germany","abs",228.589461847457
"20","Cadmium","Peru","ratio",620
"20","Cadmium","Peru","abs",736.268305951764
"20","Cadmium","Bulgaria","ratio",300
"20","Cadmium","Bulgaria","abs",402.267193566795
"20","Cadmium","Japan","ratio",1700
"20","Cadmium","Japan","abs",2137.59402087134
"20","Cadmium","Kazakhstan","ratio",1000
"20","Cadmium","Kazakhstan","abs",1377.28537575434
"20","Cadmium","RepublicofKorea","ratio",4500
"20","Cadmium","RepublicofKorea","abs",5074.60395785221
"20","Cadmium","Mexico","ratio",1200
"20","Cadmium","Mexico","abs",1394.16807966526
"20","Cadmium","Netherlands","ratio",400
"20","Cadmium","Netherlands","abs",544.288351769699
"20","Cadmium","Poland","ratio",250
"20","Cadmium","Poland","abs",306.981523570987
"20","Cadmium","Uzbekistan","ratio",200
"20","Cadmium","Uzbekistan","abs",186.529243276441
"20","Chromium","Brazil","ratio",1400000
"20","Chromium","Brazil","abs",1973014.56118241
"20","Chromium","India","ratio",4100000
"20","Chromium","India","abs",5565954.38677166
"20","Chromium","Othercountries","ratio",2900000
"20","Chromium","Othercountries","abs",4006438.10728996
"20","Chromium","Turkey","ratio",8000000
"20","Chromium","Turkey","abs",10141089.5518701
"20","Chromium","Kazakhstan","ratio",6500000
"20","Chromium","Kazakhstan","abs",8479119.75064544
"20","Chromium","Finland","ratio",1900000
"20","Chromium","Finland","abs",2660576.02325974
"20","Chromium","SouthAfrica","ratio",21000000
"20","Chromium","SouthAfrica","abs",17862449.4835334
"20","Chromium","Zimbabwe","ratio",1100000
"20","Chromium","Zimbabwe","abs",1556027.19973938
"20","Cobalt","UnitedStates","ratio",300
"20","Cobalt","UnitedStates","abs",15024.3306395087
"20","Cobalt","Australia","ratio",3600
"20","Cobalt","Australia","abs",18382.9816079139
"20","Cobalt","Canada","ratio",4500
"20","Cobalt","Canada","abs",19401.5039091561
"20","Cobalt","Russia","ratio",8700
"20","Cobalt","Russia","abs",23941.2149493726
"20","Cobalt","Othercountries","ratio",6200
"20","Cobalt","Othercountries","abs",21276.9232026776
"20","Cobalt","Turkey","ratio",2700
"20","Cobalt","Turkey","abs",17344.1526668477
"20","Cobalt","Congo","ratio",220000
"20","Cobalt","Congo","abs",70613.7733192304
"20","Cobalt","Cuba","ratio",3500
"20","Cobalt","Cuba","abs",18268.5820055121
"20","Cobalt","Indonesia","ratio",28000
"20","Cobalt","Indonesia","abs",44387.6739809901
"20","Cobalt","Madagascar","ratio",2600
"20","Cobalt","Madagascar","abs",17227.4203166273
"20","Cobalt","NewCaledonia","ratio",1500
"20","Cobalt","NewCaledonia","abs",15924.9985885413
"20","Cobalt","PapuaNewGuinea","ratio",2800
"20","Cobalt","PapuaNewGuinea","abs",17460.6513406949
"20","Cobalt","Philippines","ratio",3800
"20","Cobalt","Philippines","abs",18611.0040214691
"20","Copper","UnitedStates","ratio",1100000
"20","Copper","UnitedStates","abs",1361842.80098879
"20","Copper","Australia","ratio",800000
"20","Copper","Australia","abs",1003720.49799099
"20","Copper","Canada","ratio",450000
"20","Copper","Canada","abs",573112.367707708
"20","Copper","China","ratio",1800000
"20","Copper","China","abs",2156272.97171354
"20","Copper","India","ratio",30000
"20","Copper","India","abs",38869.7770185096
"20","Copper","Russia","ratio",930000
"20","Copper","Russia","abs",1160170.79539555
"20","Copper","Othercountries","ratio",2700000
"20","Copper","Othercountries","abs",3088072.41764379
"20","Copper","Chile","ratio",5300000
"20","Copper","Chile","abs",5164670.81717341
"20","Copper","Peru","ratio",2600000
"20","Copper","Peru","abs",2989714.15606599
"20","Copper","Kazakhstan","ratio",740000
"20","Copper","Kazakhstan","abs",930868.624210431
"20","Copper","Mexico","ratio",700000
"20","Copper","Mexico","abs",882076.523130639
"20","Copper","Poland","ratio",410000
"20","Copper","Poland","abs",523043.487431701
"20","Copper","Congo","ratio",3300000
"20","Copper","Congo","abs",3650172.45603443
"20","Copper","Indonesia","ratio",1100000
"20","Copper","Indonesia","abs",1361842.8009976
"20","Copper","Zambia","ratio",680000
"20","Copper","Zambia","abs",857613.499035799
"20","RareEarths","UnitedStates","ratio",45000
"20","RareEarths","UnitedStates","abs",61239.0461552015
"20","RareEarths","Australia","ratio",13000
"20","RareEarths","Australia","abs",20918.3044241674
"20","RareEarths","Brazil","ratio",20
"20","RareEarths","Brazil","abs",3756.06853160567
"20","RareEarths","China","ratio",270000
"20","RareEarths","China","abs",256685.5142474
"20","RareEarths","India","ratio",2900
"20","RareEarths","India","abs",6992.3473474359
"20","RareEarths","Malaysia","ratio",130
"20","RareEarths","Malaysia","abs",3103.96751287049
"20","RareEarths","Russia","ratio",2500
"20","RareEarths","Russia","abs",6430.82360398723
"20","RareEarths","Othercountries","ratio",1100
"20","RareEarths","Othercountries","abs",4460.60629442806
"20","RareEarths","Madagascar","ratio",2000
"20","RareEarths","Madagascar","abs",5727.54936569288
"20","RareEarths","Burma","ratio",31000
"20","RareEarths","Burma","abs",44331.4465810599
"20","RareEarths","Nigeria","ratio",13000
"20","RareEarths","Nigeria","abs",20918.0838164779
"20","RareEarths","Thailand","ratio",13000
"20","RareEarths","Thailand","abs",20917.9054066449
"20","RareEarths","Vietnam","ratio",300
"20","RareEarths","Vietnam","abs",3338.17342054541
"20","Lead","UnitedStates","ratio",300000
"20","Lead","UnitedStates","abs",404121.175824236
"20","Lead","Australia","ratio",430000
"20","Lead","Australia","abs",565882.012615574
"20","Lead","China","ratio",1900000
"20","Lead","China","abs",1574938.92541027
"20","Lead","India","ratio",220000
"20","Lead","India","abs",300319.167647395
"20","Lead","Russia","ratio",220000
"20","Lead","Russia","abs",300319.168007233
"20","Lead","Othercountries","ratio",520000
"20","Lead","Othercountries","abs",672439.90682123
"20","Lead","Bolivia","ratio",60000
"20","Lead","Bolivia","abs",83924.1913888857
"20","Lead","Peru","ratio",270000
"20","Lead","Peru","abs",365559.204601266
"20","Lead","Turkey","ratio",70000
"20","Lead","Turkey","abs",97770.6088016877
"20","Lead","Mexico","ratio",180000
"20","Lead","Mexico","abs",247282.505690937
"20","Lead","Iran","ratio",60000
"20","Lead","Iran","abs",83924.1841591959
"20","Lead","Sweden","ratio",70000
"20","Lead","Sweden","abs",97770.6103416336
"20","Lead","Tajikistan","ratio",40000
"20","Lead","Tajikistan","abs",56109.1458719125
"20","Lithium","Australia","ratio",88000
"20","Lithium","Australia","abs",80491.3670251724
"20","Lithium","Brazil","ratio",10000
"20","Lithium","Brazil","abs",13593.6103124654
"20","Lithium","Canada","ratio",4300
"20","Lithium","Canada","abs",5938.62004602921
"20","Lithium","China","ratio",41000
"20","Lithium","China","abs",49593.0114674722
"20","Lithium","Argentina","ratio",18000
"20","Lithium","Argentina","abs",23846.5227302108
"20","Lithium","Chile","ratio",49000
"20","Lithium","Chile","abs",57035.4020305606
"20","Lithium","Zimbabwe","ratio",22000
"20","Lithium","Zimbabwe","abs",28742.8038301404
"20","Lithium","Namibia","ratio",2700
"20","Lithium","Namibia","abs",3730.55892388673
"20","Lithium","Portugal","ratio",380
"20","Lithium","Portugal","abs",504.783133302349
"20","Molybdenum","UnitedStates","ratio",33000
"20","Molybdenum","UnitedStates","abs",42533.1221835394
"20","Molybdenum","Australia","ratio",1000
"20","Molybdenum","Australia","abs",1394.47878612744
"20","Molybdenum","Canada","ratio",1200
"20","Molybdenum","Canada","abs",1659.74877839905
"20","Molybdenum","China","ratio",110000
"20","Molybdenum","China","abs",95250.3002497121
"20","Molybdenum","Russia","ratio",1700
"20","Molybdenum","Russia","abs",2353.74610908879
"20","Molybdenum","Chile","ratio",38000
"20","Molybdenum","Chile","abs",48138.161189524
"20","Molybdenum","Peru","ratio",41000
"20","Molybdenum","Peru","abs",51344.2092276199
"20","Molybdenum","Kazakhstan","ratio",3900
"20","Molybdenum","Kazakhstan","abs",5454.644747348
"20","Molybdenum","RepublicofKorea","ratio",300
"20","Molybdenum","RepublicofKorea","abs",424.096639891398
"20","Molybdenum","Mexico","ratio",17000
"20","Molybdenum","Mexico","abs",22996.8922403996
"20","Molybdenum","Uzbekistan","ratio",1700
"20","Molybdenum","Uzbekistan","abs",2353.72217499005
"20","Molybdenum","Iran","ratio",3000
"20","Molybdenum","Iran","abs",4206.82086168784
"20","Molybdenum","Armenia","ratio",8000
"20","Molybdenum","Armenia","abs",11082.8406040638
"20","Molybdenum","NorthKorea","ratio",700
"20","Molybdenum","NorthKorea","abs",986.506036911804
"20","Molybdenum","Mongolia","ratio",3100
"20","Molybdenum","Mongolia","abs",4346.78406581533
"20","Nickel","UnitedStates","ratio",8000
"20","Nickel","UnitedStates","abs",86297.3370906294
"20","Nickel","Australia","ratio",110000
"20","Nickel","Australia","abs",315839.524095572
"20","Nickel","Brazil","ratio",77000
"20","Nickel","Brazil","abs",252688.892727557
"20","Nickel","Canada","ratio",190000
"20","Nickel","Canada","abs",440409.686884873
"20","Nickel","China","ratio",120000
"20","Nickel","China","abs",333385.463358561
"20","Nickel","Russia","ratio",210000
"20","Nickel","Russia","abs",467059.584250173
"20","Nickel","Othercountries","ratio",300000
"20","Nickel","Othercountries","abs",573518.45650611
"20","Nickel","Indonesia","ratio",2200000
"20","Nickel","Indonesia","abs",570746.017219363
"20","Nickel","NewCaledonia","ratio",110000
"20","Nickel","NewCaledonia","abs",315839.565147687
"20","Nickel","Philippines","ratio",330000
"20","Nickel","Philippines","abs",605616.140782804
"20","Niobium","Brazil","ratio",100000
"20","Niobium","Brazil","abs",25577.1555269991
"20","Niobium","Canada","ratio",7100
"20","Niobium","Canada","abs",22451.6579866724
"20","Niobium","Russia","ratio",350
"20","Niobium","Russia","abs",17745.7363458998
"20","Niobium","Othercountries","ratio",120
"20","Niobium","Othercountries","abs",19848.9226649954
"20","Niobium","Congo","ratio",700
"20","Niobium","Congo","abs",17079.1472780665
"20","Niobium","Rwanda","ratio",200
"20","Niobium","Rwanda","abs",18659.534410491
"20","Selenium","Canada","ratio",130
"20","Selenium","Canada","abs",202.486472388819
"20","Selenium","China","ratio",1800
"20","Selenium","China","abs",1670.32622070688
"20","Selenium","India","ratio",14
"20","Selenium","India","abs",8.63586673323428
"20","Selenium","Russia","ratio",340
"20","Selenium","Russia","abs",480.356801441249
"20","Selenium","Germany","ratio",50
"20","Selenium","Germany","abs",31.0716817714441
"20","Selenium","Peru","ratio",50
"20","Selenium","Peru","abs",31.0721196859347
"20","Selenium","Turkey","ratio",50
"20","Selenium","Turkey","abs",31.0716817714441
"20","Selenium","Japan","ratio",710
"20","Selenium","Japan","abs",953.172946525696
"20","Selenium","Poland","ratio",74
"20","Selenium","Poland","abs",46.2151406584017
"20","Selenium","Uzbekistan","ratio",2
"20","Selenium","Uzbekistan","abs",1.04108838256476
"20","Selenium","Finland","ratio",170
"20","Selenium","Finland","abs",241.054693323702
"20","Selenium","SouthAfrica","ratio",9
"20","Selenium","SouthAfrica","abs",4.58748210559307
"20","Selenium","Belgium","ratio",200
"20","Selenium","Belgium","abs",293.983142894138
"20","Selenium","Serbia","ratio",60
"20","Selenium","Serbia","abs",37.3631771813168
"20","Silicon","Brazil","ratio",200000
"20","Silicon","Brazil","abs",305316.568899625
"20","Silicon","Canada","ratio",20000
"20","Silicon","Canada","abs",59534.0865683342
"20","Silicon","China","ratio",3500000
"20","Silicon","China","abs",3324536.18895439
"20","Silicon","Iceland","ratio",70000
"20","Silicon","Iceland","abs",129497.270572761
"20","Silicon","India","ratio",60000
"20","Silicon","India","abs",115602.791667504
"20","Silicon","Malaysia","ratio",130000
"20","Silicon","Malaysia","abs",211766.197840374
"20","Silicon","Norway","ratio",180000
"20","Silicon","Norway","abs",278857.331612736
"20","Silicon","Russia","ratio",470000
"20","Silicon","Russia","abs",641697.394335297
"20","Silicon","Othercountries","ratio",130000
"20","Silicon","Othercountries","abs",211766.213028697
"20","Silicon","Kazakhstan","ratio",130000
"20","Silicon","Kazakhstan","abs",211766.19582993
"20","Silicon","Poland","ratio",30000
"20","Silicon","Poland","abs",73619.6576179737
"20","Silicon","SouthAfrica","ratio",40000
"20","Silicon","SouthAfrica","abs",87662.3698768333
"20","Silicon","France","ratio",20000
"20","Silicon","France","abs",59534.0845053426
"20","Silicon","Bhutan","ratio",80000
"20","Silicon","Bhutan","abs",143340.153069925
"20","Silicon","Spain","ratio",40000
"20","Silicon","Spain","abs",87662.3712516335
"20","Tantalum","Australia","ratio",52
"20","Tantalum","Australia","abs",32.2883620336342
"20","Tantalum","Brazil","ratio",210
"20","Tantalum","Brazil","abs",291.922471604464
"20","Tantalum","China","ratio",76
"20","Tantalum","China","abs",58.620928146979
"20","Tantalum","Russia","ratio",29
"20","Tantalum","Russia","abs",17.8586228266788
"20","Tantalum","Bolivia","ratio",2
"20","Tantalum","Bolivia","abs",1.11432218810463
"20","Tantalum","Congo","ratio",880
"20","Tantalum","Congo","abs",879.517038634922
"20","Tantalum","Nigeria","ratio",390
"20","Tantalum","Nigeria","abs",496.909789129876
"20","Tantalum","Rwanda","ratio",350
"20","Tantalum","Rwanda","abs",469.256698513305
"20","Tantalum","Burundi","ratio",2
"20","Tantalum","Burundi","abs",1.11458175741502
"20","Tantalum","Ethiopia","ratio",40
"20","Tantalum","Ethiopia","abs",24.730021863377
"20","Tantalum","Mozambique","ratio",55
"20","Tantalum","Mozambique","abs",34.188194986335
"20","Tellurium","Canada","ratio",27
"20","Tellurium","Canada","abs",16.2706396775787
"20","Tellurium","China","ratio",750
"20","Tellurium","China","abs",402.954384831315
"20","Tellurium","Russia","ratio",70
"20","Tellurium","Russia","abs",229.617407121938
"20","Tellurium","Bulgaria","ratio",1
"20","Tellurium","Bulgaria","abs",0.54692308114195
"20","Tellurium","Japan","ratio",70
"20","Tellurium","Japan","abs",229.667669916432
"20","Tellurium","Uzbekistan","ratio",13
"20","Tellurium","Uzbekistan","abs",7.75368432887177
"20","Tellurium","SouthAfrica","ratio",4
"20","Tellurium","SouthAfrica","abs",2.37012465563275
"20","Tellurium","Sweden","ratio",46
"20","Tellurium","Sweden","abs",209.933927756037
"20","Tin","Australia","ratio",9900
"20","Tin","Australia","abs",12552.2747912095
"20","Tin","Brazil","ratio",29000
"20","Tin","Brazil","abs",34374.9207552496
"20","Tin","China","ratio",69000
"20","Tin","China","abs",68273.9316918618
"20","Tin","Malaysia","ratio",3000
"20","Tin","Malaysia","abs",3886.71362577473
"20","Tin","Russia","ratio",3000
"20","Tin","Russia","abs",3886.98785876122
"20","Tin","Othercountries","ratio",1800
"20","Tin","Othercountries","abs",2340.63193239362
"20","Tin","Bolivia","ratio",21000
"20","Tin","Bolivia","abs",25639.9400465746
"20","Tin","Peru","ratio",31000
"20","Tin","Peru","abs",36463.0012026589
"20","Tin","Congo","ratio",25000
"20","Tin","Congo","abs",30083.1020914588
"20","Tin","Indonesia","ratio",50000
"20","Tin","Indonesia","abs",54280.5395481584
"20","Tin","Burma","ratio",34000
"20","Tin","Burma","abs",39521.0368698329
"20","Tin","Nigeria","ratio",7000
"20","Tin","Nigeria","abs",8957.78053340329
"20","Tin","Vietnam","ratio",6700
"20","Tin","Vietnam","abs",8581.32211008734
"20","Tin","Rwanda","ratio",3600
"20","Tin","Rwanda","abs",4655.85112759825
"20","Tin","Laos","ratio",1500
"20","Tin","Laos","abs",1952.31342050267
"20","Tungsten","Australia","ratio",1000
"20","Tungsten","Australia","abs",5465.02214275527
"20","Tungsten","China","ratio",67000
"20","Tungsten","China","abs",24689.4195308268
"20","Tungsten","Russia","ratio",2000
"20","Tungsten","Russia","abs",8074.80797391884
"20","Tungsten","Othercountries","ratio",1500
"20","Tungsten","Othercountries","abs",6780.28896816352
"20","Tungsten","Bolivia","ratio",1600
"20","Tungsten","Bolivia","abs",7040.78679928382
"20","Tungsten","Vietnam","ratio",3400
"20","Tungsten","Vietnam","abs",11582.1903982479
"20","Tungsten","Portugal","ratio",500
"20","Tungsten","Portugal","abs",4131.23477890778
"20","Tungsten","NorthKorea","ratio",1700
"20","Tungsten","NorthKorea","abs",7300.44828317756
"20","Tungsten","Rwanda","ratio",1200
"20","Tungsten","Rwanda","abs",5992.49152172253
"20","Tungsten","Spain","ratio",700
"20","Tungsten","Spain","abs",4672.06602653701
"20","Tungsten","Austia","ratio",800
"20","Tungsten","Austia","abs",4939.21415833538
"20","Vanadium","Brazil","ratio",5000
"20","Vanadium","Brazil","abs",18129.7140825471
"20","Vanadium","China","ratio",70000
"20","Vanadium","China","abs",44813.8801909981
"20","Vanadium","Russia","ratio",21000
"20","Vanadium","Russia","abs",31840.9441938252
"20","Vanadium","SouthAfrica","ratio",8000
"20","Vanadium","SouthAfrica","abs",20900.4826187688
"20","MagnesiumMetal","Brazil","ratio",20000
"20","MagnesiumMetal","Brazil","abs",46115.4792287916
"20","MagnesiumMetal","China","ratio",950000
"20","MagnesiumMetal","China","abs",1008782.47672773
"20","MagnesiumMetal","Russia","ratio",15000
"20","MagnesiumMetal","Russia","abs",39619.3815972297
"20","MagnesiumMetal","Turkey","ratio",15000
"20","MagnesiumMetal","Turkey","abs",39619.3865206518
"20","MagnesiumMetal","Kazakhstan","ratio",20000
"20","MagnesiumMetal","Kazakhstan","abs",46115.4732877736
"20","MagnesiumMetal","Iran","ratio",5000
"20","MagnesiumMetal","Iran","abs",26688.6605349738
"20","MagnesiumMetal","Israel","ratio",20000
"20","MagnesiumMetal","Israel","abs",46115.4612137953
"20","MagnesiumCompounds","Australia","ratio",490000
"20","MagnesiumCompounds","Australia","abs",756320.756369409
"20","MagnesiumCompounds","Brazil","ratio",1800000
"20","MagnesiumCompounds","Brazil","abs",2417502.3140482
"20","MagnesiumCompounds","Canada","ratio",150000
"20","MagnesiumCompounds","Canada","abs",288567.619562776
"20","MagnesiumCompounds","China","ratio",13000000
"20","MagnesiumCompounds","China","abs",12188025.4270666
"20","MagnesiumCompounds","India","ratio",160000
"20","MagnesiumCompounds","India","abs",302535.321314628
"20","MagnesiumCompounds","Russia","ratio",2500000
"20","MagnesiumCompounds","Russia","abs",3217193.67119461
"20","MagnesiumCompounds","Othercountries","ratio",370000
"20","MagnesiumCompounds","Othercountries","abs",592931.124714877
"20","MagnesiumCompounds","Turkey","ratio",1300000
"20","MagnesiumCompounds","Turkey","abs",1809762.38134978
"20","MagnesiumCompounds","Iran","ratio",210000
"20","MagnesiumCompounds","Iran","abs",372186.196187585
"20","MagnesiumCompounds","Spain","ratio",670000
"20","MagnesiumCompounds","Spain","abs",997877.662911944
"20","MagnesiumCompounds","Austria","ratio",760000
"20","MagnesiumCompounds","Austria","abs",1117059.34537386
"20","MagnesiumCompounds","Greece","ratio",390000
"20","MagnesiumCompounds","Greece","abs",620292.596129634
"20","MagnesiumCompounds","Slovakia","ratio",380000
"20","MagnesiumCompounds","Slovakia","abs",606618.348047764
"20","Manganese","Australia","ratio",2800000
"20","Manganese","Australia","abs",3491824.99694068
"20","Manganese","Brazil","ratio",590000
"20","Manganese","Brazil","abs",807282.429729114
"20","Manganese","China","ratio",770000
"20","Manganese","China","abs",1046835.41226125
"20","Manganese","India","ratio",800000
"20","Manganese","India","abs",1086439.96452992
"20","Manganese","Malaysia","ratio",410000
"20","Manganese","Malaysia","abs",564503.14659174
"20","Manganese","Othercountries","ratio",1300000
"20","Manganese","Othercountries","abs",1732444.3582316
"20","Manganese","SouthAfrica","ratio",7400000
"20","Manganese","SouthAfrica","abs",6716272.68968661
"20","Manganese","Cotedivoire","ratio",360000
"20","Manganese","Cotedivoire","abs",496505.666350154
"20","Manganese","Gabon","ratio",4600000
"20","Manganese","Gabon","abs",5177833.88566187
"20","Manganese","Ghana","ratio",820000
"20","Manganese","Ghana","abs",1112791.36598727
"20","Zinc","UnitedStates","ratio",750000
"20","Zinc","UnitedStates","abs",957744.340433086
"20","Zinc","Australia","ratio",1100000
"20","Zinc","Australia","abs",1365826.07904091
"20","Zinc","China","ratio",4000000
"20","Zinc","China","abs",3562271.13216969
"20","Zinc","India","ratio",860000
"20","Zinc","India","abs",1088841.68844149
"20","Zinc","Russia","ratio",310000
"20","Zinc","Russia","abs",408793.015817205
"20","Zinc","Othercountries","ratio",1700000
"20","Zinc","Othercountries","abs",2000383.51207762
"20","Zinc","Bolivia","ratio",510000
"20","Zinc","Bolivia","abs",663055.942700389
"20","Zinc","Peru","ratio",1300000
"20","Zinc","Peru","abs",1586796.39012945
"20","Zinc","Kazakhstan","ratio",370000
"20","Zinc","Kazakhstan","abs",485876.268618676
"20","Zinc","Mexico","ratio",700000
"20","Zinc","Mexico","abs",897318.119444762
"20","Zinc","SouthAfrica","ratio",120000
"20","Zinc","SouthAfrica","abs",160291.652393204
"20","Zinc","Sweden","ratio",240000
"20","Zinc","Sweden","abs",318010.312566091
"20","Zirconiummineralconcentrates","UnitedStates","ratio",100000
"20","Zirconiummineralconcentrates","UnitedStates","abs",128858.006519289
"20","Zirconiummineralconcentrates","Australia","ratio",500000
"20","Zirconiummineralconcentrates","Australia","abs",455770.852994097
"20","Zirconiummineralconcentrates","China","ratio",100000
"20","Zirconiummineralconcentrates","China","abs",128858.003597453
"20","Zirconiummineralconcentrates","Othercountries","ratio",110000
"20","Zirconiummineralconcentrates","Othercountries","abs",140894.70745736
"20","Zirconiummineralconcentrates","SouthAfrica","ratio",300000
"20","Zirconiummineralconcentrates","SouthAfrica","abs",334504.492670963
"20","Zirconiummineralconcentrates","Indonesia","ratio",95000
"20","Zirconiummineralconcentrates","Indonesia","abs",122778.074623382
"20","Zirconiummineralconcentrates","Madagascar","ratio",30000
"20","Zirconiummineralconcentrates","Madagascar","abs",40192.275888457
"20","Zirconiummineralconcentrates","Mozambique","ratio",160000
"20","Zirconiummineralconcentrates","Mozambique","abs",198513.677295705
"20","Zirconiummineralconcentrates","Kenya","ratio",20000
"20","Zirconiummineralconcentrates","Kenya","abs",26932.9682061972
"20","Zirconiummineralconcentrates","Senegal","ratio",60000
"20","Zirconiummineralconcentrates","Senegal","abs",79105.5588820394
"20","Zirconiummineralconcentrates","SierraLeone","ratio",20000
"20","Zirconiummineralconcentrates","SierraLeone","abs",26932.9645458713
"20","Alumina","UnitedStates","ratio",720000
"20","Alumina","UnitedStates","abs",1372453.90562906
"20","Alumina","Australia","ratio",18000000
"20","Alumina","Australia","abs",22716455.1488778
"20","Alumina","Brazil","ratio",11000000
"20","Alumina","Brazil","abs",14788412.5579043
"20","Alumina","Canada","ratio",1500000
"20","Alumina","Canada","abs",2467721.69881658
"20","Alumina","China","ratio",84000000
"20","Alumina","China","abs",78407808.6774152
"20","Alumina","India","ratio",7600000
"20","Alumina","India","abs",10595747.7669823
"20","Alumina","Russia","ratio",2900000
"20","Alumina","Russia","abs",4402246.02394009
"20","Alumina","UnitedArabEmirates","ratio",2400000
"20","Alumina","UnitedArabEmirates","abs",3716010.20881362
"20","Alumina","Othercountries","ratio",1500000
"20","Alumina","Othercountries","abs",2467721.70117404
"20","Alumina","Germany","ratio",960000
"20","Alumina","Germany","abs",1710770.58004063
"20","Alumina","Turkey","ratio",320000
"20","Alumina","Turkey","abs",806073.797777534
"20","Alumina","Kazakhstan","ratio",1400000
"20","Alumina","Kazakhstan","abs",2327993.94598965
"20","Alumina","Indonesia","ratio",1300000
"20","Alumina","Indonesia","abs",2188061.80097129
"20","Alumina","Vietnam","ratio",1500000
"20","Alumina","Vietnam","abs",2467721.70316836
"20","Alumina","Spain","ratio",820000
"20","Alumina","Spain","abs",1513559.49698771
"20","Alumina","Greece","ratio",860000
"20","Alumina","Greece","abs",1569945.71896017
"20","Alumina","Guinea","ratio",300000
"20","Alumina","Guinea","abs",777676.388078808
"20","Alumina","Ireland","ratio",1600000
"20","Alumina","Ireland","abs",2607244.627753
"20","Alumina","Jamaica","ratio",1500000
"20","Alumina","Jamaica","abs",2467721.70257084
"20","Alumina","SaudiArabia","ratio",1800000
"20","Alumina","SaudiArabia","abs",2885674.398524
"20","Bauxite","Australia","ratio",100000000
"20","Bauxite","Australia","abs",108758712.602523
"20","Bauxite","Brazil","ratio",33000000
"20","Bauxite","Brazil","abs",42376447.5074855
"20","Bauxite","China","ratio",93000000
"20","Bauxite","China","abs",103252974.354345
"20","Bauxite","India","ratio",25000000
"20","Bauxite","India","abs",32606819.7785786
"20","Bauxite","Russia","ratio",6300000
"20","Bauxite","Russia","abs",8495733.34996088
"20","Bauxite","Othercountries","ratio",5700000
"20","Bauxite","Othercountries","abs",7694344.91799059
"20","Bauxite","Turkey","ratio",3200000
"20","Bauxite","Turkey","abs",4337577.49691393
"20","Bauxite","Kazakhstan","ratio",4900000
"20","Bauxite","Kazakhstan","abs",6623266.08322354
"20","Bauxite","Indonesia","ratio",32000000
"20","Bauxite","Indonesia","abs",41174146.0473986
"20","Bauxite","Vietnam","ratio",4200000
"20","Bauxite","Vietnam","abs",5683683.25320814
"20","Bauxite","Greece","ratio",1200000
"20","Bauxite","Greece","abs",1631916.9548346
"20","Bauxite","Guinea","ratio",130000000
"20","Bauxite","Guinea","abs",128265053.287781
"20","Bauxite","Jamaica","ratio",6100000
"20","Bauxite","Jamaica","abs",8228787.32011752
"20","Bauxite","SaudiArabia","ratio",5800000
"20","Bauxite","SaudiArabia","abs",7828024.22934635
"30","Aluminum","UnitedStates","ratio",670000
"30","Aluminum","UnitedStates","abs",1414836.97916942
"30","Aluminum","Australia","ratio",1500000
"30","Aluminum","Australia","abs",2709118.20193377
"30","Aluminum","Bahrain","ratio",1600000
"30","Aluminum","Bahrain","abs",2861969.81991899
"30","Aluminum","Brazil","ratio",1100000
"30","Aluminum","Brazil","abs",2091068.9444133
"30","Aluminum","Canada","ratio",3300000
