"Dim1","Dim2","Dim3","Dim4","Val"
"10","Aluminum","UnitedStates","abs",1047147.31956097
"10","Aluminum","Australia","ratio",1500000
"10","Aluminum","Australia","abs",2030847.85129278
"10","Aluminum","Bahrain","ratio",1600000
"10","Aluminum","Bahrain","abs",2148599.99077766
"10","Aluminum","Brazil","ratio",1100000
"10","Aluminum","Brazil","abs",1558177.75451382
"10","Aluminum","Canada","ratio",3300000
"10","Aluminum","Canada","abs",4124123.24832475
"10","Aluminum","China","ratio",43000000
"10","Aluminum","China","abs",41417657.5663383
"10","Aluminum","Iceland","ratio",780000
"10","Aluminum","Iceland","abs",1178158.20260607
"10","Aluminum","India","ratio",4200000
"10","Aluminum","India","abs",5149329.40275567
"10","Aluminum","Malaysia","ratio",870000
"10","Aluminum","Malaysia","abs",1285205.55205753
"10","Aluminum","Norway","ratio",1300000
"10","Aluminum","Norway","abs",1794843.29675107
"10","Aluminum","Russia","ratio",3800000
"10","Aluminum","Russia","abs",4695477.58238681
"10","Aluminum","UnitedArabEmirates","ratio",2700000
"10","Aluminum","UnitedArabEmirates","abs",3432628.91026708
"10","Aluminum","Othercountries","ratio",6800000
"10","Aluminum","Othercountries","abs",8028910.75333007
"10","Boron","China","ratio",340000
"10","Boron","China","abs",435615.575341906
"10","Boron","Russia","ratio",80000
"10","Boron","Russia","abs",133840.153509625
"10","Boron","Argentina","ratio",160000
"10","Boron","Argentina","abs",228363.931219948
"10","Boron","Bolivia","ratio",230000
"10","Boron","Bolivia","abs",309886.354650337
"10","Boron","Chile","ratio",420000
"10","Boron","Chile","abs",525163.385320727
"10","Boron","Germany","ratio",40000
"10","Boron","Germany","abs",86074.8890034539
"10","Boron","Peru","ratio",300000
"10","Boron","Peru","abs",390240.050358586
"10","Boron","Turkey","ratio",3000000
"10","Boron","Turkey","abs",2929799.22085607
"10","Cadmium","UnitedStates","ratio",300
"10","Cadmium","UnitedStates","abs",353.587805307369
"10","Cadmium","Australia","ratio",900
"10","Cadmium","Australia","abs",981.691778567389
"10","Cadmium","Canada","ratio",1700
"10","Cadmium","Canada","abs",1914.41871311173
"10","Cadmium","China","ratio",9300
"10","Cadmium","China","abs",9031.45783445301
"10","Cadmium","Norway","ratio",350
"10","Cadmium","Norway","abs",398.286698929289
"10","Cadmium","Russia","ratio",800
"10","Cadmium","Russia","abs",941.956264709848
"10","Cadmium","Germany","ratio",170
"10","Cadmium","Germany","abs",200.334776682125
"10","Cadmium","Peru","ratio",620
"10","Cadmium","Peru","abs",680.943715038565
"10","Cadmium","Bulgaria","ratio",300
"10","Cadmium","Bulgaria","abs",351.743385527624
"10","Cadmium","Japan","ratio",1700
"10","Cadmium","Japan","abs",1922.47212403341
"10","Cadmium","Kazakhstan","ratio",1000
"10","Cadmium","Kazakhstan","abs",1186.57429812453
"10","Cadmium","RepublicofKorea","ratio",4500
"10","Cadmium","RepublicofKorea","abs",4796.74365521079
"10","Cadmium","Mexico","ratio",1200
"10","Cadmium","Mexico","abs",1300.99050901433
"10","Cadmium","Netherlands","ratio",400
"10","Cadmium","Netherlands","abs",471.883719783802
"10","Cadmium","Poland","ratio",250
"10","Cadmium","Poland","abs",283.517698246488
"10","Cadmium","Uzbekistan","ratio",200
"10","Cadmium","Uzbekistan","abs",172.075933922064
"10","Chromium","Brazil","ratio",1400000
"10","Chromium","Brazil","abs",1694827.36001701
"10","Chromium","India","ratio",4100000
"10","Chromium","India","abs",4890120.50711485
"10","Chromium","Othercountries","ratio",2900000
"10","Chromium","Othercountries","abs",3483311.9079356
"10","Chromium","Turkey","ratio",8000000
"10","Chromium","Turkey","abs",9267311.23150171
"10","Chromium","Kazakhstan","ratio",6500000
"10","Chromium","Kazakhstan","abs",7624730.90443225
"10","Chromium","Finland","ratio",1900000
"10","Chromium","Finland","abs",2294373.631552
"10","Chromium","SouthAfrica","ratio",21000000
"10","Chromium","SouthAfrica","abs",18741216.7497418
"10","Chromium","Zimbabwe","ratio",1100000
"10","Chromium","Zimbabwe","abs",1333585.97747886
"10","Cobalt","UnitedStates","ratio",300
"10","Cobalt","UnitedStates","abs",13422.1844944811
"10","Cobalt","Australia","ratio",3600
"10","Cobalt","Australia","abs",16868.5565967241
"10","Cobalt","Canada","ratio",4500
"10","Cobalt","Canada","abs",17877.6028959263
"10","Cobalt","Russia","ratio",8700
"10","Cobalt","Russia","abs",22439.6496847069
"10","Cobalt","Othercountries","ratio",6200
"10","Cobalt","Othercountries","abs",19750.6249511941
"10","Cobalt","Turkey","ratio",2700
"10","Cobalt","Turkey","abs",15845.9744747902
"10","Cobalt","Congo","ratio",220000
"10","Cobalt","Congo","abs",67806.5112748385
"10","Cobalt","Cuba","ratio",3500
"10","Cobalt","Cuba","abs",16755.6153100725
"10","Cobalt","Indonesia","ratio",28000
"10","Cobalt","Indonesia","abs",43443.068834349
"10","Cobalt","Madagascar","ratio",2600
"10","Cobalt","Madagascar","abs",15731.4945738655
"10","Cobalt","NewCaledonia","ratio",1500
"10","Cobalt","NewCaledonia","abs",14460.2853651681
"10","Cobalt","PapuaNewGuinea","ratio",2800
"10","Cobalt","PapuaNewGuinea","abs",15960.3028987506
"10","Cobalt","Philippines","ratio",3800
"10","Cobalt","Philippines","abs",17093.9190147168
"10","Copper","UnitedStates","ratio",1100000
"10","Copper","UnitedStates","abs",1233167.47329643
"10","Copper","Australia","ratio",800000
"10","Copper","Australia","abs",903176.137531084
"10","Copper","Canada","ratio",450000
"10","Copper","Canada","abs",512019.848105555
"10","Copper","China","ratio",1800000
"10","Copper","China","abs",1982478.04730857
"10","Copper","India","ratio",30000
"10","Copper","India","abs",34438.1114045765
"10","Copper","Russia","ratio",930000
"10","Copper","Russia","abs",1046789.68548521
"10","Copper","Othercountries","ratio",2700000
"10","Copper","Othercountries","abs",2897940.39632851
"10","Copper","Chile","ratio",5300000
"10","Copper","Chile","abs",5151427.9433791
"10","Copper","Peru","ratio",2600000
"10","Copper","Peru","abs",2799140.85809086
"10","Copper","Kazakhstan","ratio",740000
"10","Copper","Kazakhstan","abs",836581.702467051
"10","Copper","Mexico","ratio",700000
"10","Copper","Mexico","abs",792077.775800706
"10","Copper","Poland","ratio",410000
"10","Copper","Poland","abs",466911.533813564
"10","Copper","Congo","ratio",3300000
"10","Copper","Congo","abs",3473967.16868067
"10","Copper","Indonesia","ratio",1100000
"10","Copper","Indonesia","abs",1233167.47330462
"10","Copper","Zambia","ratio",680000
"10","Copper","Zambia","abs",769793.765460516
"10","RareEarths","UnitedStates","ratio",45000
"10","RareEarths","UnitedStates","abs",54217.5155953001
"10","RareEarths","Australia","ratio",13000
"10","RareEarths","Australia","abs",17885.2796135791
"10","RareEarths","Brazil","ratio",20
"10","RareEarths","Brazil","abs",2788.53409407048
"10","RareEarths","China","ratio",270000
"10","RareEarths","China","abs",263455.990797826
"10","RareEarths","India","ratio",2900
"10","RareEarths","India","abs",5900.77300142972
"10","RareEarths","Malaysia","ratio",130
"10","RareEarths","Malaysia","abs",2586.8310843433
"10","RareEarths","Russia","ratio",2500
"10","RareEarths","Russia","abs",5422.13036470247
"10","RareEarths","Othercountries","ratio",1100
"10","RareEarths","Othercountries","abs",3744.95769016096
"10","RareEarths","Madagascar","ratio",2000
"10","RareEarths","Madagascar","abs",4823.26080601374
"10","RareEarths","Burma","ratio",31000
"10","RareEarths","Burma","abs",38650.5575501741
"10","RareEarths","Nigeria","ratio",13000
"10","RareEarths","Nigeria","abs",17885.155489571
"10","RareEarths","Thailand","ratio",13000
"10","RareEarths","Thailand","abs",17885.0488984885
"10","RareEarths","Vietnam","ratio",300
"10","RareEarths","Vietnam","abs",2788.23205378706
"10","Lead","UnitedStates","ratio",300000
"10","Lead","UnitedStates","abs",356670.299038298
"10","Lead","Australia","ratio",430000
"10","Lead","Australia","abs",506301.606088193
"10","Lead","China","ratio",1900000
"10","Lead","China","abs",1675116.51095335
"10","Lead","India","ratio",220000
"10","Lead","India","abs",262973.801507111
"10","Lead","Russia","ratio",220000
"10","Lead","Russia","abs",262973.80182129
"10","Lead","Othercountries","ratio",520000
"10","Lead","Othercountries","abs",607724.183753454
"10","Lead","Bolivia","ratio",60000
"10","Lead","Bolivia","abs",72419.0186702688
"10","Lead","Peru","ratio",270000
"10","Lead","Peru","abs",321668.683088663
"10","Lead","Turkey","ratio",70000
"10","Lead","Turkey","abs",84440.948821556
"10","Lead","Mexico","ratio",180000
"10","Lead","Mexico","abs",215710.776404013
"10","Lead","Iran","ratio",60000
"10","Lead","Iran","abs",72419.0121742068
"10","Lead","Sweden","ratio",70000
"10","Lead","Sweden","abs",84440.9501602054
"10","Lead","Tajikistan","ratio",40000
"10","Lead","Tajikistan","abs",48333.4332344867
"10","Lithium","Australia","ratio",88000
"10","Lithium","Australia","abs",82018.3874481242
"10","Lithium","Brazil","ratio",10000
"10","Lithium","Brazil","abs",11822.5898183373
"10","Lithium","Canada","ratio",4300
"10","Lithium","Canada","abs",5120.89328500982
"10","Lithium","China","ratio",41000
"10","Lithium","China","abs",45771.6572549226
"10","Lithium","Argentina","ratio",18000
"10","Lithium","Argentina","abs",21026.2633421566
"10","Lithium","Chile","ratio",49000
"10","Lithium","Chile","abs",53578.7139692535
"10","Lithium","Zimbabwe","ratio",22000
"10","Lithium","Zimbabwe","abs",25529.0032360885
"10","Lithium","Namibia","ratio",2700
"10","Lithium","Namibia","abs",3213.14885908552
"10","Lithium","Portugal","ratio",380
"10","Lithium","Portugal","abs",439.475426009193
"10","Molybdenum","UnitedStates","ratio",33000
"10","Molybdenum","UnitedStates","abs",38289.1229951968
"10","Molybdenum","Australia","ratio",1000
"10","Molybdenum","Australia","abs",1197.94738534392
"10","Molybdenum","Canada","ratio",1200
"10","Molybdenum","Canada","abs",1435.73878234525
"10","Molybdenum","China","ratio",110000
"10","Molybdenum","China","abs",99197.4275509016
"10","Molybdenum","Russia","ratio",1700
"10","Molybdenum","Russia","abs",2029.50642117752
"10","Molybdenum","Chile","ratio",38000
"10","Molybdenum","Chile","abs",43738.0807737752
"10","Molybdenum","Peru","ratio",41000
"10","Molybdenum","Peru","abs",46929.4591472487
"10","Molybdenum","Kazakhstan","ratio",3900
"10","Molybdenum","Kazakhstan","abs",4690.30171459697
"10","Molybdenum","RepublicofKorea","ratio",300
"10","Molybdenum","RepublicofKorea","abs",364.480758420928
"10","Molybdenum","Mexico","ratio",17000
"10","Molybdenum","Mexico","abs",20153.4250006423
"10","Molybdenum","Uzbekistan","ratio",1700
"10","Molybdenum","Uzbekistan","abs",2029.49459522116
"10","Molybdenum","Iran","ratio",3000
"10","Molybdenum","Iran","abs",3611.46055148167
"10","Molybdenum","Armenia","ratio",8000
"10","Molybdenum","Armenia","abs",9581.38375029215
"10","Molybdenum","NorthKorea","ratio",700
"10","Molybdenum","NorthKorea","abs",845.707381572468
"10","Molybdenum","Mongolia","ratio",3100
"10","Molybdenum","Mongolia","abs",3731.89675009587
"10","Nickel","UnitedStates","ratio",8000
"10","Nickel","UnitedStates","abs",75896.0016240133
"10","Nickel","Australia","ratio",110000
"10","Nickel","Australia","abs",291004.609338554
"10","Nickel","Brazil","ratio",77000
"10","Nickel","Brazil","abs",228332.759820755
"10","Nickel","Canada","ratio",190000
"10","Nickel","Canada","abs",421513.953186072
"10","Nickel","China","ratio",120000
"10","Nickel","China","abs",308871.683775504
"10","Nickel","Russia","ratio",210000
"10","Nickel","Russia","abs",450343.727901064
"10","Nickel","Othercountries","ratio",300000
"10","Nickel","Othercountries","abs",567165.843697896
"10","Nickel","Indonesia","ratio",2200000
"10","Nickel","Indonesia","abs",446509.101167078
"10","Nickel","NewCaledonia","ratio",110000
"10","Nickel","NewCaledonia","abs",291004.644259806
"10","Nickel","Philippines","ratio",330000
"10","Nickel","Philippines","abs",602621.731677729
"10","Niobium","Brazil","ratio",100000
"10","Niobium","Brazil","abs",17262.1166028708
"10","Niobium","Canada","ratio",7100
"10","Niobium","Canada","abs",22720.8483874267
"10","Niobium","Russia","ratio",350
"10","Niobium","Russia","abs",17573.8759749473
"10","Niobium","Othercountries","ratio",120
"10","Niobium","Othercountries","abs",20055.6812469912
"10","Niobium","Congo","ratio",700
"10","Niobium","Congo","abs",16899.9771614799
"10","Niobium","Rwanda","ratio",200
"10","Niobium","Rwanda","abs",18586.6965094639
"10","Selenium","Canada","ratio",130
"10","Selenium","Canada","abs",179.184821343758
"10","Selenium","China","ratio",1800
"10","Selenium","China","abs",1710.86203354959
"10","Selenium","India","ratio",14
"10","Selenium","India","abs",7.85444972742282
"10","Selenium","Russia","ratio",340
"10","Selenium","Russia","abs",426.074382563197
"10","Selenium","Germany","ratio",50
"10","Selenium","Germany","abs",28.2958749807338
"10","Selenium","Peru","ratio",50
"10","Selenium","Peru","abs",28.2962744719036
"10","Selenium","Turkey","ratio",50
"10","Selenium","Turkey","abs",28.2958749807338
"10","Selenium","Japan","ratio",710
"10","Selenium","Japan","abs",860.038322803622
"10","Selenium","Poland","ratio",74
"10","Selenium","Poland","abs",42.1224169357783
"10","Selenium","Uzbekistan","ratio",2
"10","Selenium","Uzbekistan","abs",0.915919183668453
"10","Selenium","Finland","ratio",170
"10","Selenium","Finland","abs",216.778136699124
"10","Selenium","SouthAfrica","ratio",9
"10","Selenium","SouthAfrica","abs",4.01886115658124
"10","Selenium","Belgium","ratio",200
"10","Selenium","Belgium","abs",260.897756912658
"10","Selenium","Serbia","ratio",60
"10","Selenium","Serbia","abs",34.0373791841411
"10","Silicon","Brazil","ratio",200000
"10","Silicon","Brazil","abs",262705.569163653
"10","Silicon","Canada","ratio",20000
"10","Silicon","Canada","abs",50111.0728579536
"10","Silicon","China","ratio",3500000
"10","Silicon","China","abs",3418741.56040038
"10","Silicon","Iceland","ratio",70000
"10","Silicon","Iceland","abs",109874.422256824
"10","Silicon","India","ratio",60000
"10","Silicon","India","abs",97962.1341824385
"10","Silicon","Malaysia","ratio",130000
"10","Silicon","Malaysia","abs",180889.061710375
"10","Silicon","Norway","ratio",180000
"10","Silicon","Norway","abs",239445.590588619
"10","Silicon","Russia","ratio",470000
"10","Silicon","Russia","abs",567372.191033948
"10","Silicon","Othercountries","ratio",130000
"10","Silicon","Othercountries","abs",180889.070444042
"10","Silicon","Kazakhstan","ratio",130000
"10","Silicon","Kazakhstan","abs",180889.060339824
"10","Silicon","Poland","ratio",30000
"10","Silicon","Poland","abs",62101.7037042398
"10","Silicon","SouthAfrica","ratio",40000
"10","Silicon","SouthAfrica","abs",74075.0000370832
"10","Silicon","France","ratio",20000
"10","Silicon","France","abs",50111.0712861935
"10","Silicon","Bhutan","ratio",80000
"10","Silicon","Bhutan","abs",121765.276265773
"10","Silicon","Spain","ratio",40000
"10","Silicon","Spain","abs",74075.0007394051
"10","Tantalum","Australia","ratio",52
"10","Tantalum","Australia","abs",29.5324605640076
"10","Tantalum","Brazil","ratio",210
"10","Tantalum","Brazil","abs",265.24835713671
"10","Tantalum","China","ratio",76
"10","Tantalum","China","abs",53.7598939106011
"10","Tantalum","Russia","ratio",29
"10","Tantalum","Russia","abs",16.3106606511567
"10","Tantalum","Bolivia","ratio",2
"10","Tantalum","Bolivia","abs",0.998999999655008
"10","Tantalum","Congo","ratio",880
"10","Tantalum","Congo","abs",878.898664502732
"10","Tantalum","Nigeria","ratio",390
"10","Tantalum","Nigeria","abs",460.775727225487
"10","Tantalum","Rwanda","ratio",350
"10","Tantalum","Rwanda","abs",427.959916827367
"10","Tantalum","Burundi","ratio",2
"10","Tantalum","Burundi","abs",0.999276208761315
"10","Tantalum","Ethiopia","ratio",40
"10","Tantalum","Ethiopia","abs",22.6020583901415
"10","Tantalum","Mozambique","ratio",55
"10","Tantalum","Mozambique","abs",31.276115586349
"10","Tellurium","Canada","ratio",27
"10","Tellurium","Canada","abs",15.2738050004567
"10","Tellurium","China","ratio",750
"10","Tellurium","China","abs",348.736424615201
"10","Tellurium","Russia","ratio",70
"10","Tellurium","Russia","abs",226.612013897326
"10","Tellurium","Bulgaria","ratio",1
"10","Tellurium","Bulgaria","abs",0.506277181793671
"10","Tellurium","Japan","ratio",70
"10","Tellurium","Japan","abs",226.666118521576
"10","Tellurium","Uzbekistan","ratio",13
"10","Tellurium","Uzbekistan","abs",7.2627664444643
"10","Tellurium","SouthAfrica","ratio",4
"10","Tellurium","SouthAfrica","abs",2.2170045065228
"10","Tellurium","Sweden","ratio",46
"10","Tellurium","Sweden","abs",204.683260868936
"10","Tin","Australia","ratio",9900
"10","Tin","Australia","abs",11236.4856500848
"10","Tin","Brazil","ratio",29000
"10","Tin","Brazil","abs",31747.6031375466
"10","Tin","China","ratio",69000
"10","Tin","China","abs",67695.1873684337
"10","Tin","Malaysia","ratio",3000
"10","Tin","Malaysia","abs",3443.48048448005
"10","Tin","Russia","ratio",3000
"10","Tin","Russia","abs",3443.34074298132
"10","Tin","Othercountries","ratio",1800
"10","Tin","Othercountries","abs",2069.80688713769
"10","Tin","Bolivia","ratio",21000
"10","Tin","Bolivia","abs",23363.6533266522
"10","Tin","Peru","ratio",31000
"10","Tin","Peru","abs",33792.0827044697
"10","Tin","Congo","ratio",25000
"10","Tin","Congo","abs",27595.72951091
"10","Tin","Indonesia","ratio",50000
"10","Tin","Indonesia","abs",52029.0224810489
"10","Tin","Burma","ratio",34000
"10","Tin","Burma","abs",36817.4091255595
"10","Tin","Nigeria","ratio",7000
"10","Tin","Nigeria","abs",7983.17510396038
"10","Tin","Vietnam","ratio",6700
"10","Tin","Vietnam","abs",7644.35542683143
"10","Tin","Rwanda","ratio",3600
"10","Tin","Rwanda","abs",4128.12492312567
"10","Tin","Laos","ratio",1500
"10","Tin","Laos","abs",1725.6597151337
"10","Tungsten","Australia","ratio",1000
"10","Tungsten","Australia","abs",3457.06588858173
"10","Tungsten","China","ratio",67000
"10","Tungsten","China","abs",48341.4797320382
"10","Tungsten","Russia","ratio",2000
"10","Tungsten","Russia","abs",5062.25458705095
"10","Tungsten","Othercountries","ratio",1500
"10","Tungsten","Othercountries","abs",4263.31467861755
"10","Tungsten","Bolivia","ratio",1600
"10","Tungsten","Bolivia","abs",4423.6645955787
"10","Tungsten","Vietnam","ratio",3400
"10","Tungsten","Vietnam","abs",7260.89335628111
"10","Tungsten","Portugal","ratio",500
"10","Tungsten","Portugal","abs",2643.63518746457
"10","Tungsten","NorthKorea","ratio",1700
"10","Tungsten","NorthKorea","abs",4583.7135368876
"10","Tungsten","Rwanda","ratio",1200
"10","Tungsten","Rwanda","abs",3780.14369735256
"10","Tungsten","Spain","ratio",700
"10","Tungsten","Spain","abs",2971.47355630791
"10","Tungsten","Austia","ratio",800
"10","Tungsten","Austia","abs",3134.2661723911
"10","Vanadium","Brazil","ratio",5000
"10","Vanadium","Brazil","abs",16929.1568440085
"10","Vanadium","China","ratio",70000
"10","Vanadium","China","abs",40121.5938181981
"10","Vanadium","Russia","ratio",21000
"10","Vanadium","Russia","abs",31934.3123018295
"10","Vanadium","SouthAfrica","ratio",8000
"10","Vanadium","SouthAfrica","abs",19898.0380314592
"10","MagnesiumMetal","Brazil","ratio",20000
"10","MagnesiumMetal","Brazil","abs",39395.5384272226
"10","MagnesiumMetal","China","ratio",950000
"10","MagnesiumMetal","China","abs",1006053.01341149
"10","MagnesiumMetal","Russia","ratio",15000
"10","MagnesiumMetal","Russia","abs",33675.6403615091
"10","MagnesiumMetal","Turkey","ratio",15000
"10","MagnesiumMetal","Turkey","abs",33675.6437575718
"10","MagnesiumMetal","Kazakhstan","ratio",20000
"10","MagnesiumMetal","Kazakhstan","abs",39395.5337998271
"10","MagnesiumMetal","Iran","ratio",5000
"10","MagnesiumMetal","Iran","abs",22259.0965117657
"10","MagnesiumMetal","Israel","ratio",20000
"10","MagnesiumMetal","Israel","abs",39395.5261576322
"10","MagnesiumCompounds","Australia","ratio",490000
"10","MagnesiumCompounds","Australia","abs",648410.829614035
"10","MagnesiumCompounds","Brazil","ratio",1800000
"10","MagnesiumCompounds","Brazil","abs",2139843.63758179
"10","MagnesiumCompounds","Canada","ratio",150000
"10","MagnesiumCompounds","Canada","abs",245209.657470645
"10","MagnesiumCompounds","China","ratio",13000000
"10","MagnesiumCompounds","China","abs",12543911.6165269
"10","MagnesiumCompounds","India","ratio",160000
"10","MagnesiumCompounds","India","abs",257156.657246201
"10","MagnesiumCompounds","Russia","ratio",2500000
"10","MagnesiumCompounds","Russia","abs",2895406.65016084
"10","MagnesiumCompounds","Othercountries","ratio",370000
"10","MagnesiumCompounds","Othercountries","abs",506821.632742179
"10","MagnesiumCompounds","Turkey","ratio",1300000
"10","MagnesiumCompounds","Turkey","abs",1582559.20588029
"10","MagnesiumCompounds","Iran","ratio",210000
"10","MagnesiumCompounds","Iran","abs",316813.698894374
"10","MagnesiumCompounds","Spain","ratio",670000
"10","MagnesiumCompounds","Spain","abs",859283.347258898
"10","MagnesiumCompounds","Austria","ratio",760000
"10","MagnesiumCompounds","Austria","abs",964027.653030494
"10","MagnesiumCompounds","Greece","ratio",390000
"10","MagnesiumCompounds","Greece","abs",530475.011919368
"10","MagnesiumCompounds","Slovakia","ratio",380000
"10","MagnesiumCompounds","Slovakia","abs",518651.072011138
"10","Manganese","Australia","ratio",2800000
"10","Manganese","Australia","abs",3179261.27003708
"10","Manganese","Brazil","ratio",590000
"10","Manganese","Brazil","abs",700098.138732205
"10","Manganese","China","ratio",770000
"10","Manganese","China","abs",911030.053064292
"10","Manganese","India","ratio",800000
"10","Manganese","India","abs",946056.176943687
"10","Manganese","Malaysia","ratio",410000
"10","Manganese","Malaysia","abs",487880.803355482
"10","Manganese","Othercountries","ratio",1300000
"10","Manganese","Othercountries","abs",1524044.38834509
"10","Manganese","SouthAfrica","ratio",7400000
"10","Manganese","SouthAfrica","abs",6871519.81887978
"10","Manganese","Cotedivoire","ratio",360000
"10","Manganese","Cotedivoire","abs",428711.262977487
"10","Manganese","Gabon","ratio",4600000
"10","Manganese","Gabon","abs",4943609.66439328
"10","Manganese","Ghana","ratio",820000
"10","Manganese","Ghana","abs",969386.010977549
"10","Zinc","UnitedStates","ratio",750000
"10","Zinc","UnitedStates","abs",859269.665151641
"10","Zinc","Australia","ratio",1100000
"10","Zinc","Australia","abs",1242658.10531694
"10","Zinc","China","ratio",4000000
"10","Zinc","China","abs",3672690.04786581
"10","Zinc","India","ratio",860000
"10","Zinc","India","abs",981111.610740557
"10","Zinc","Russia","ratio",310000
"10","Zinc","Russia","abs",360769.404580151
"10","Zinc","Othercountries","ratio",1700000
"10","Zinc","Othercountries","abs",1867229.26895454
"10","Zinc","Bolivia","ratio",510000
"10","Zinc","Bolivia","abs",589467.238886084
"10","Zinc","Peru","ratio",1300000
"10","Zinc","Peru","abs",1455774.15895966
"10","Zinc","Kazakhstan","ratio",370000
"10","Zinc","Kazakhstan","abs",429729.19989301
"10","Zinc","Mexico","ratio",700000
"10","Zinc","Mexico","abs",803499.749212608
"10","Zinc","SouthAfrica","ratio",120000
"10","Zinc","SouthAfrica","abs",140513.879583123
"10","Zinc","Sweden","ratio",240000
"10","Zinc","Sweden","abs",279949.943021169
"10","Zirconiummineralconcentrates","UnitedStates","ratio",100000
"10","Zirconiummineralconcentrates","UnitedStates","abs",115047.181184839
"10","Zirconiummineralconcentrates","Australia","ratio",500000
"10","Zirconiummineralconcentrates","Australia","abs",465840.913271179
"10","Zirconiummineralconcentrates","China","ratio",100000
"10","Zirconiummineralconcentrates","China","abs",115047.178459998
"10","Zirconiummineralconcentrates","Othercountries","ratio",110000
"10","Zirconiummineralconcentrates","Othercountries","abs",126177.093588938
"10","Zirconiummineralconcentrates","SouthAfrica","ratio",300000
"10","Zirconiummineralconcentrates","SouthAfrica","abs",319519.064096169
"10","Zirconiummineralconcentrates","Indonesia","ratio",95000
"10","Zirconiummineralconcentrates","Indonesia","abs",109453.982447565
"10","Zirconiummineralconcentrates","Madagascar","ratio",30000
"10","Zirconiummineralconcentrates","Madagascar","abs",35169.9543724198
"10","Zirconiummineralconcentrates","Mozambique","ratio",160000
"10","Zirconiummineralconcentrates","Mozambique","abs",180612.548972425
"10","Zirconiummineralconcentrates","Kenya","ratio",20000
"10","Zirconiummineralconcentrates","Kenya","abs",23503.8568429245
"10","Zirconiummineralconcentrates","Senegal","ratio",60000
"10","Zirconiummineralconcentrates","Senegal","abs",69802.2418990132
"10","Zirconiummineralconcentrates","SierraLeone","ratio",20000
"10","Zirconiummineralconcentrates","SierraLeone","abs",23503.853710792
"10","Alumina","UnitedStates","ratio",720000
"10","Alumina","UnitedStates","abs",1162773.32870455
"10","Alumina","Australia","ratio",18000000
"10","Alumina","Australia","abs",20567021.4691388
"10","Alumina","Brazil","ratio",11000000
"10","Alumina","Brazil","abs",13041664.3221572
"10","Alumina","Canada","ratio",1500000
"10","Alumina","Canada","abs",2097582.7597378
"10","Alumina","China","ratio",84000000
"10","Alumina","China","abs",80811919.1497492
"10","Alumina","India","ratio",7600000
"10","Alumina","India","abs",9221784.93824643
"10","Alumina","Russia","ratio",2900000
"10","Alumina","Russia","abs",3762384.5920536
"10","Alumina","UnitedArabEmirates","ratio",2400000
"10","Alumina","UnitedArabEmirates","abs",3169772.41933853
"10","Alumina","Othercountries","ratio",1500000
"10","Alumina","Othercountries","abs",2097582.76109278
"10","Alumina","Germany","ratio",960000
"10","Alumina","Germany","abs",1450948.27319786
"10","Alumina","Turkey","ratio",320000
"10","Alumina","Turkey","abs",681449.457646228
"10","Alumina","Kazakhstan","ratio",1400000
"10","Alumina","Kazakhstan","abs",1978021.36458676
"10","Alumina","Indonesia","ratio",1300000
"10","Alumina","Indonesia","abs",1858375.16376387
"10","Alumina","Vietnam","ratio",1500000
"10","Alumina","Vietnam","abs",2097582.76224153
"10","Alumina","Spain","ratio",820000
"10","Alumina","Spain","abs",1282903.932639
"10","Alumina","Greece","ratio",860000
"10","Alumina","Greece","abs",1330933.14873934
"10","Alumina","Guinea","ratio",300000
"10","Alumina","Guinea","abs",657351.378497287
"10","Alumina","Ireland","ratio",1600000
"10","Alumina","Ireland","abs",2217059.04826361
"10","Alumina","Jamaica","ratio",1500000
"10","Alumina","Jamaica","abs",2097582.76189616
"10","Alumina","SaudiArabia","ratio",1800000
"10","Alumina","SaudiArabia","abs",2455755.1415761
"10","Bauxite","Australia","ratio",100000000
"10","Bauxite","Australia","abs",104392603.264308
"10","Bauxite","Brazil","ratio",33000000
"10","Bauxite","Brazil","abs",37785212.4616368
"10","Bauxite","China","ratio",93000000
"10","Bauxite","China","abs",98304677.5731434
"10","Bauxite","India","ratio",25000000
"10","Bauxite","India","abs",28850419.7917665
"10","Bauxite","Russia","ratio",6300000
"10","Bauxite","Russia","abs",7390853.9526769
"10","Bauxite","Othercountries","ratio",5700000
"10","Bauxite","Othercountries","abs",6690228.00986829
"10","Bauxite","Turkey","ratio",3200000
"10","Bauxite","Turkey","abs",3763472.22638218
"10","Bauxite","Kazakhstan","ratio",4900000
"10","Bauxite","Kazakhstan","abs",5754972.53294957
"10","Bauxite","Indonesia","ratio",32000000
"10","Bauxite","Indonesia","abs",36677180.1239421
"10","Bauxite","Vietnam","ratio",4200000
"10","Bauxite","Vietnam","abs",4935611.87238386
"10","Bauxite","Greece","ratio",1200000
"10","Bauxite","Greece","abs",1413533.14173636
"10","Bauxite","Guinea","ratio",130000000
"10","Bauxite","Guinea","abs",127347448.175836
"10","Bauxite","Jamaica","ratio",6100000
"10","Bauxite","Jamaica","abs",7157389.98087646
"10","Bauxite","SaudiArabia","ratio",5800000
"10","Bauxite","SaudiArabia","abs",6807047.70485265
"20","Aluminum","UnitedStates","ratio",670000
"20","Aluminum","UnitedStates","abs",1229188.69636675
"20","Aluminum","Australia","ratio",1500000
"20","Aluminum","Australia","abs",2368538.97945984
"20","Aluminum","Bahrain","ratio",1600000
